Name	CR	Alignment	Size	Base_Speed	Fly_Speed	Swim_Speed	Source	Type	subtype1	subtype2	subtype3	subtype4	subtype5	subtype6
Mite	1	LE	Small	20	0	0	Tome of Horrors Complete	fey						
Mithral Golem	16	N	Huge	50	0	0	PFRPG Bestiary 2	construct						
Mobat	3	N	Large	20	40	0	PFRPG Bestiary 2	magical beast						
Mobat Bat	3	NE	Large	20	0	0	Tome of Horrors Complete	magical beast						
Mobogo	10	CE	Huge	30	0	40	PFRPG Bestiary 3	magical beast	aquatic					
Mockingfey	1	CN	Tiny	20	0	0	Inner Sea Bestiary	fey						
Mohrg	8	CE	Medium	30	0	0	PFRPG Bestiary	undead						
Mokele-Mbembe	9	N	Huge	30	0	30	Mystery Monsters Revisited	animal						
Moloch	26	LE	Large	40	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Monaciello	1	CE	Small	30	0	0	PFRPG Bestiary 4	fey						
Monadic Deva	12	NG	Medium	40	90	0	Tome of Horrors Complete	outsider	angel	extraplanar	good			
Monadic Deva	12	NG	Medium	40	90	0	PFRPG Bestiary 2	outsider	angel	aquatic	extraplanar	good		
Mongrelman	1	LN	Medium	30	0	0	PFRPG Bestiary 2	monstrous humanoid						
Mongrelman	1	LN	Medium	30	0	0	Tome of Horrors Complete	monstrous humanoid						
Monitor Lizard	2	N	Medium	30	0	30	PFRPG Bestiary	animal						
Monkey	0.25	N	Tiny	30	0	0	PFRPG Bestiary	animal						
Monkey Goblin	0.50	NE	Small	30	0	0	Inner Sea Bestiary	humanoid	goblinoid					
Monkey Swarm	2	N	Tiny	30	0	0	PFRPG Bestiary 2	animal	swarm					
Monstrous Crab	2	N	Medium	30	0	0	Tome of Horrors Complete	vermin	aquatic					
Monstrous Crayfish	3	N	Large	20	0	40	Tome of Horrors Complete	vermin	aquatic					
Monstrous Jellyfish	2	N	Large	0	0	10	Tome of Horrors Complete	vermin						
Moon Dog	9	NG	Medium	50	0	0	Tome of Horrors Complete	outsider	extraplanar	good				
Moon-beast	11	CE	Large	50	0	0	PFRPG Bestiary 3	aberration						
Moonflower	8	N	Huge	20	0	0	PFRPG Bestiary 2	plant						
Moose	3	N	Large	30	0	0	Tome of Horrors Complete	animal						
Moose	3	N	Large	40	0	0	Animal Archive	animal						
Mordnaissant	7	NE	Tiny	5	0	0	Tome of Horrors 4	undead						
Morlock	2	CE	Medium	40	0	0	PFRPG Bestiary	monstrous humanoid						
Morrigna	13	N	Medium	40	0	0	PFRPG Bestiary 4	outsider	extraplanar	psychopomp				
Mortuary Cyclone	20	N	Huge	40	0	0	Tome of Horrors Complete	undead						
Mosquito Swarm	3	N	Diminutive	5	40	0	PFRPG Bestiary 2	vermin	swarm					
Moss Troll	3	CE	Large	30	0	0	PFRPG Bestiary 3	humanoid	giant	shapechanger				
Mother's Maw	15	NE	Large	10	40	0	AP 47	undead	evil	extraplanar*				
Mothman	6	CN	Medium	30	60	0	PFRPG Bestiary 2	monstrous humanoid						
Mountain Lion	3	N	Medium	50	0	0	Tome of Horrors Complete	animal						
Mountain Troll	14	CN	Huge	40	0	0	Lands Of The Linnorm Kings	humanoid	giant					
Mouse Lord	13	N	Medium	40	0	0	Tome of Horrors Complete	outsider	native	shapechanger				
Movanic Deva	10	NG	Medium	40	60	0	Tome of Horrors Complete	outsider	angel	extraplanar	good			
Movanic Deva	10	NG	Medium	40	60	0	PFRPG Bestiary 2	outsider	angel	extraplanar	good			
Moxix	20	CE	Gargantuan	40	0	0	Inner Sea Bestiary	outsider	chaotic	demon	evil	extraplanar		
Mu Spore	21	CN	Colossal	40	30	0	PFRPG Bestiary 2	plant						
Muckdweller	0.25	N	Small	10	0	30	Tome of Horrors Complete	magical beast	reptilian					
Mudbog	3	N	Large	10	0	0	Tome of Horrors Complete	ooze						
Mudlord	6	N	Medium	30	0	40	PFRPG Bestiary 4	outsider	earth	elemental	water			
Mudman	2	N	Medium	10	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Mummified Gynosphinx	9	NE	Large	30	50	0	PFRPG Bestiary 4	undead	augmented magical beast					
Mummy	5	LE	Medium	20	0	0	PFRPG Bestiary	undead						
Mummy Golem	6	N	Medium	20	0	0	Tome of Horrors Complete	construct						
Mummy Of The Deep	4	NE	Medium	20	20	0	Tome of Horrors Complete	undead	aquatic					
Murder Crow	5	CE	Medium	10	0	0	Tome of Horrors Complete	undead						
Murder-born	6	CE	Tiny	0	40	0	Tome of Horrors Complete	undead	incorporeal					
Mustard Jelly	7	N	Large	30	0	0	Tome of Horrors Complete	ooze						
Mute hag	11	CE	Medium	30	0	0	The Harrowing	monstrous humanoid	cold					
Myceloid	4	NE	Medium	20	0	0	PFRPG Bestiary 3	plant						
Myrmecoleon	10	N	Huge	30	0	0	PFRPG Bestiary 4	magical beast	mythic					
Mystery Cultists	2	CG	Medium	30	0	0	Magnimar City Of Monuments	humanoid	human					
Mythic Aboleth	9	LE	Huge	10	0	60	Mythic Adventures	aberration	aquatic	mythic				
Mythic Bone Devil	11	LE	Large	40	0	0	Mythic Adventures	outsider	devil	evil	extraplanar	lawful	mythic	
Mythic Cockatrice	4	N	Small	20	0	0	Mythic Adventures	magical beast	mythic					
Mythic Elder Air Elemental	14	N	Huge	0	100	0	Mythic Adventures	outsider	air	elemental	extraplanar	mythic		
Mythic Elder Earth Elemental	14	N	Huge	20	0	0	Mythic Adventures	outsider	earth	elemental	extraplanar	mythic		
Mythic Elder Fire Elemental	14	N	Huge	60	0	0	Mythic Adventures	outsider	elemental	extraplanar	fire	mythic		
Mythic Elder Water Elemental	14	N	Huge	20	0	90	Mythic Adventures	outsider	elemental	extraplanar	mythic	water		
Mythic Ettin	8	CE	Large	40	0	0	Mythic Adventures	humanoid	giant	mythic				
Mythic Fire Giant	12	LE	Large	30	0	0	Mythic Adventures	humanoid	fire	giant	mythic			
Mythic Flesh Golem	9	N	Large	30	0	0	Mythic Adventures	construct	mythic					
Mythic Gargoyle	5	CE	Medium	40	0	0	Mythic Adventures	monstrous humanoid	earth	mythic				
Mythic Great Cyclops	15	CE	Huge	35	0	0	Mythic Adventures	humanoid	giant	mythic				
Mythic Greater Barghest	8	LE	Large	40	0	0	Mythic Adventures	outsider	evil	extraplanar	lawful	mythic	shapechanger	
Mythic Griffon	5	N	Large	30	0	0	Mythic Adventures	magical beast	mythic					
Mythic Hell Hound	4	LE	Medium	40	0	0	Mythic Adventures	outsider	evil	extraplanar	fire	lawful	mythic	
Mythic Hill Giant	9	CE	Large	30	0	0	Mythic Adventures	humanoid	giant	mythic				
Mythic Human Skeleton	1	NE	Medium	30	0	0	Mythic Adventures	undead	mythic					
Mythic Hydra	9	N	Huge	40	0	40	Mythic Adventures	magical beast	mythic					
Mythic Ice Devil	16	LE	Large	40	40	0	Mythic Adventures	outsider	devil	evil	extraplanar	lawful	mythic	
Mythic Juvenile White Dragon	9	CE	Medium	60	150	60	Mythic Adventures	dragon	cold	mythic				
Mythic Lamia	7	CE	Large	60	0	0	Mythic Adventures	monstrous humanoid	mythic	shapechanger				
Mythic Lich	17	LE	Medium	30	0	0	Mythic Adventures	undead	augmented humanoid	human	mythic			
Mythic Manticore	6	LE	Large	30	0	0	Mythic Adventures	magical beast	mythic					
Mythic Marilith	21	CE	Large	40	0	0	Mythic Adventures	outsider	chaotic	demon	evil	extraplanar	mythic	
Mythic Mature Adult Black Dragon	15	CE	Large	60	0	60	Mythic Adventures	dragon	mythic	water				
Mythic Mature Adult Blue Dragon	17	LE	Huge	40	200	0	Mythic Adventures	dragon	earth	mythic				
Mythic Medusa	9	LE	Medium	30	0	0	Mythic Adventures	monstrous humanoid	mythic					
Mythic Minotaur	6	CE	Large	30	0	0	Mythic Adventures	monstrous humanoid	mythic					
Mythic Mummy	7	LE	Medium	20	0	0	Mythic Adventures	undead	mythic					
Mythic Nalfeshnee	17	CE	Huge	30	0	0	Mythic Adventures	outsider	chaotic	demon	evil	extraplanar	mythic	
Mythic Nessian Warhound	11	LE	Large	40	0	0	Mythic Adventures	outsider	evil	extraplanar	fire	lawful	mythic	
Mythic Ogre	4	CE	Large	30	0	0	Mythic Adventures	humanoid	giant	mythic				
Mythic Owlbear	5	N	Large	30	0	0	Mythic Adventures	magical beast	mythic					
Mythic Phoenix	18	NG	Gargantuan	30	0	0	Mythic Adventures	magical beast	fire	mythic				
Mythic Rakshasa	12	LE	Medium	40	0	0	Mythic Adventures	outsider	mythic	native	shapechanger			
Mythic Sphinx	10	N	Large	40	0	0	Mythic Adventures	magical beast	mythic					
Mythic Treant	10	NG	Huge	30	0	0	Mythic Adventures	plant	mythic					
Mythic Troll	6	CE	Large	30	0	0	Mythic Adventures	humanoid	giant	mythic				
Mythic Vampire	10	NE	Medium	30	0	0	Mythic Adventures	undead	augmented humanoid	human	mythic			
Mythic Very Old Green Dragon	20	LE	Gargantuan	40	250	40	Mythic Adventures	dragon	air	mythic				
Mythic Vrock	11	CE	Large	30	0	0	Mythic Adventures	outsider	chaotic	demon	evil	extraplanar	mythic	
Mythic Winter Wolf	6	NE	Large	50	0	0	Mythic Adventures	magical beast	cold	mythic				
Mythic Worg	3	NE	Medium	50	0	0	Mythic Adventures	magical beast	mythic					
Mythic Wyrm Red Dragon	25	CE	Gargantuan	40	0	0	Mythic Adventures	dragon	fire	mythic				
Mythic Wyvern	8	N	Large	20	0	0	Mythic Adventures	dragon	mythic					
Mythic Young Red Dragon	12	CE	Large	40	0	0	Mythic Adventures	dragon	fire	mythic				
Nabasu	8	CE	Medium	30	60	0	PFRPG Bestiary	outsider	chaotic	demon	evil	native		
Nabasu Demon	10	CE	Medium	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Nabasu Demonling	7	CE	Medium	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Nagaji	0.50	LN	Medium	30	0	0	PFRPG Bestiary 4	humanoid	reptilian					
Nalfeshnee	14	CE	Huge	30	40	0	PFRPG Bestiary	outsider	chaotic	demon	evil	extraplanar		
Narwhal	4	NG	Large	0	0	50	Tome of Horrors 4	magical beast						
Narwhal	3	N	Large	0	0	80	AP 59	animal						
Naunet	7	CN	Large	30	30	30	PFRPG Bestiary 2	outsider	chaotic	extraplanar	protean	shapechanger		
Nazalor	6	CN	Medium	30	0	0	Tome of Horrors Complete	magical beast						
Necro-Phantom	3	CE	Medium	30	0	0	Tome of Horrors 4	undead						
Necrocraft	3	NE	Medium	30	30	0	PFRPG Bestiary 4	undead						
Necromantic Golem	8	N	Large	30	0	0	Tome of Horrors 4	construct						
Necrophidius	2	N	Large	30	0	0	Tome of Horrors Complete	construct						
Necrophidius	3	N	Medium	30	0	0	PFRPG Bestiary 2	construct						
Neh-thalggu	8	CE	Large	10	40	0	PFRPG Bestiary 2	aberration						
Nemesis Devil	18	LE	Huge	40	0	0	PFRPG Bestiary 4	outsider	devil	evil	extraplanar	lawful		
Nemhain	15	NE	Medium	0	30	0	Tomb Of The Iron Medusa	undead	incorporeal					
Neomimic	5	NE	Medium	30	0	0	Tome of Horrors 4	aberration						
Neothelid	15	CE	Gargantuan	30	60	0	PFRPG Bestiary	aberration						
Nependis	9	CE	Large	40	0	0	PFRPG Bestiary 4	monstrous humanoid						
Nephilim	8	N	Large	30	0	0	PFRPG Bestiary 3	outsider	native					
Nereid	10	CN	Medium	30	0	60	PFRPG Bestiary 2	fey	water					
Nereid	10	CN	Medium	30	0	60	Tome of Horrors Complete	fey	water					
Nerizo Demon	9	CE	Medium	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Nessian Warhound	9	LE	Large	40	0	0	PFRPG Bestiary	outsider	evil	extraplanar	fire	lawful		
Netherspark	7	NE	Medium	30	0	0	Tome of Horrors Complete	outsider	evil	extraplanar				
Ngoga	7	N	Large	40	0	0	Lost Kingdoms	magical beast						
Night Adder Inphidian	5	NE	Medium	30	0	0	Tome of Horrors Complete	monstrous humanoid	reptilian					
Night Hag	9	NE	Medium	30	0	0	PFRPG Bestiary	outsider	evil	extraplanar				
Night Scale Assassins	5	NE	Medium	30	0	0	Magnimar City Of Monuments	humanoid	elf	human				
Nightcrawler	18	CE	Gargantuan	30	0	0	PFRPG Bestiary 2	undead	extraplanar	nightshade				
Nightgaunt	4	CN	Medium	30	40	0	PFRPG Bestiary 4	monstrous humanoid	extraplanar					
Nightmare	5	NE	Large	40	90	0	PFRPG Bestiary	outsider	evil	extraplanar				
Nightmare Ettercap	4	NE	Medium	30	10	0	PFRPG Bestiary 4	aberration						
Nightripper	24	CE	Medium	60	0	0	Inner Sea Bestiary	outsider	chaotic	demon	evil	extraplanar		
Nightskitter	12	CE	Huge	30	0	0	Undead Revisited	undead	extraplanar	nightshade				
Nightwalker	16	CE	Huge	40	0	0	PFRPG Bestiary 2	undead	extraplanar	nightshade				
Nightwave	20	CE	Colossal	0	60	60	PFRPG Bestiary 2	undead	aquatic	extraplanar	nightshade			
Nightwing	14	CE	Huge	30	60	0	PFRPG Bestiary 2	undead	extraplanar	nightshade				
Nihiloi	11	CN	Medium	40	60	0	AP 29	outsider	extraplanar					
Nilbog	1	NE	Small	30	0	0	Tome of Horrors Complete	humanoid	goblinoid					
Niln	5	NE	Medium	0	60	0	Tome of Horrors Complete	outsider	air	extraplanar	water			
Ningyo	1	NE	Small	20	0	40	PFRPG Bestiary 4	monstrous humanoid	aquatic					
Nirento	4	N	Large	10	0	0	Isles Of The Shackles	plant						
Niserie	7	CN	Medium	30	0	40	Tome of Horrors 4	fey	water					
Nithu	6	NE	Large	0	40	0	Tome of Horrors 4	aberration						
Nixie	1	N	Small	20	0	30	PFRPG Bestiary 3	fey	aquatic					
Noble Marid	11	CN	Large	20	0	60	d20pfsrd	outsider	extraplanar	water				
Noble Steed	4	N	Large	70	0	0	Tome of Horrors 4	magical beast						
Noble Time Elemental	14	N	Large	0	20	0	Tome of Horrors Complete	outsider	elemental	extraplanar	time			
Nocticula	30	CE	Medium	60	90	0	AP 76	outsider	chaotic	demon	evil	extraplanar		
Nogitsune	7	NE	Medium	50	0	0	AP 50	outsider	kitsune	native	oni	shapechanger		
Noqual Golem	18	N	Huge	40	0	0	Inner Sea Bestiary	construct						
Normal Spriggan	3	CE	Small	20	0	0	Tome of Horrors Complete	fey						
Norn	18	LN	Large	40	0	0	PFRPG Bestiary 3	fey						
Northlands Aurochs	7	N	Huge	40	0	0	Tome of Horrors 4	animal						
Nosferatu	10	NE	Medium	30	0	0	PFRPG Bestiary 4	undead	augmented humanoid	human				
Nosoi	2	N	Tiny	20	50	0	PFRPG Bestiary 4	outsider	extraplanar	psychopomp				
Nothosaur	5	N	Large	20	0	40	AP 60	animal						
Nothosaurus	6	N	Large	10	0	40	Tome of Horrors 4	animal						
Nuckalavee	9	CE	Large	50	0	0	Tome of Horrors Complete	aberration						
Nuckelavee	9	NE	Large	50	0	50	PFRPG Bestiary 3	fey	aquatic					
Nue	10	NE	Large	30	0	0	PFRPG Bestiary 3	magical beast						
Nuglub	2	CE	Small	30	0	0	PFRPG Bestiary 2	fey						
Nupperibo Devil	1	LE	Medium	20	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Nycar	2	CN	Tiny	30	0	30	PFRPG Bestiary 4	dragon	aquatic					
Nymph	7	CG	Medium	30	0	20	PFRPG Bestiary	fey						
Nymph Water Strider	0.25	N	Small	30	20	0	PFRPG Bestiary 4	vermin						
Nyogoth	10	CE	Medium	5	30	0	PFRPG Bestiary 2	outsider	chaotic	evil	extraplanar	qlippoth		
Nysrock Demon	13	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Oakman	3	CN	Small	20	0	0	Tome of Horrors Complete	fey						
Obambo	13	LE	Medium	30	30	0	AP 40	undead	incorporeal					
Obcisidaemon	19	NE	Gargantuan	30	60	0	Horsemen Of The Apocalypse	outsider	daemon	evil	extraplanar			
Obsidian Minotaur	9	N	Large	20	0	0	Tome of Horrors Complete	construct						
Ocean Giant	14	CG	Huge	50	0	30	PFRPG Bestiary 4	humanoid	aquatic	giant				
Oceanid	7	CN	Medium	20	0	80	PFRPG Bestiary 4	fey	water					
Ochre Eurypterid	0.33	N	Small	20	0	40	AP 37	vermin	aquatic					
Ochre Jelly	5	N	Large	10	0	0	PFRPG Bestiary	ooze						
Octopus	1	N	Small	20	0	30	PFRPG Bestiary	animal	aquatic					
Ogre	3	CE	Large	30	0	40	PFRPG Bestiary	humanoid	giant					
Ogre Mage	8	LE	Large	40	60	0	PFRPG Bestiary	outsider	giant	native	oni	shapechanger		
Ogre Spider	5	N	Huge	40	0	0	PFRPG Bestiary 3	vermin						
Ogrekin	2	CE	Medium	30	0	0	PFRPG Bestiary 2	humanoid	giant					
Ogren	1	NE	Medium	30	0	0	Tome of Horrors Complete	humanoid	ogren					
Ogrillon	1	CE	Medium	30	0	0	Tome of Horrors Complete	humanoid	ogrillon					
Oil Shark	7	N	Huge	0	0	60	Tome of Horrors Complete	magical beast	aquatic	extraplanar	fire			
Old Black Dragon	14	CE	Huge	60	200	60	d20pfsrd	dragon	water					
Old Blue Dragon	16	LE	Gargantuan	40	0	0	d20pfsrd	dragon	earth					
Old Brass Dragon	14	CG	Huge	60	0	0	d20pfsrd	dragon	fire					
Old Bronze Dragon	16	LG	Gargantuan	40	0	0	d20pfsrd	dragon	water					
Old Copper Dragon	15	CG	Huge	40	200	0	d20pfsrd	dragon	earth					
Old Gold Dragon	18	LG	Gargantuan	60	250	60	d20pfsrd	dragon	fire					
Old Gray Dragon	13	NE	Huge	60	0	40	Tome of Horrors 4	dragon	water					
Old Green Dragon	15	LE	Gargantuan	40	250	40	d20pfsrd	dragon	air					
Old Red Dragon	17	CE	Gargantuan	40	250	0	d20pfsrd	dragon	fire					
Old Umbral Dragon	17	CE	Gargantuan	40	200	0	d20pfsrd	dragon	extraplanar					
Old White Dragon	13	CE	Huge	30	0	60	d20pfsrd	dragon	cold					
Olethrodaemon	20	NE	Gargantuan	40	0	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Oliphant	6	N	Huge	40	0	0	Tome of Horrors Complete	animal						
Oma	16	N	Colossal	0	200	0	PFRPG Bestiary 4	magical beast						
Ommoth	5	N	Large	40	0	0	Tome of Horrors 4	magical beast						
Omox	12	CE	Medium	40	0	80	PFRPG Bestiary 2	outsider	aquatic	chaotic	demon	evil	extraplanar	
Oni, Earth Yai	13	NE	Large	50	0	0	AP 53	outsider	giant	native	oni	shapechanger		
Onyst	24	N	Huge	30	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Onyx Deer	5	N	Large	40	0	0	Tome of Horrors Complete	magical beast						
Oolioddroo	13	CE	Medium	30	0	0	The Worldwound	outsider	chaotic	demon	evil	extraplanar		
Ooze Golem	8	N	Large	20	0	0	Tome of Horrors Complete	construct						
Oozeanderthal	0.50	NE	Medium	30	0	0	Tome of Horrors 4	undead						
Oracular Cyclops	7	NE	Large	30	0	0	AP 58	humanoid	giant					
Orc	0.33	CE	Medium	30	0	0	PFRPG Bestiary	humanoid						
Orca	5	N	Huge	0	0	80	PFRPG Bestiary	animal						
Orcus	35	CE	Huge	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Oread	0.50	N	Medium	20	0	0	PFRPG Bestiary 2	outsider	native					
Orog	1	LE	Medium	20	0	0	Tome of Horrors Complete	humanoid	orc					
Oronci	5	CE	Large	40	0	0	Inner Sea Bestiary	aberration						
Osirionologist	7	N	Medium	30	0	0	Osirion, Legacy Of Pharaohs	humanoid	human					
Ossuary Golem	11	N	Large	40	0	0	Tome of Horrors 4	construct						
Ostiarius	5	LE	Medium	30	0	0	PFRPG Bestiary 4	outsider	evil	extraplanar	kyton	lawful		
Ostrich	1	N	Medium	60	0	0	Osirion, Legacy Of Pharaohs	animal						
Otter	0.25	N	Tiny	20	0	30	PFRPG Bestiary 3	animal						
Otyugh	4	N	Large	20	0	0	PFRPG Bestiary	aberration						
Ovinnik	2	CN	Tiny	30	0	0	AP 67	fey						
Owb	6	NE	Medium	5	60	0	PFRPG Bestiary 4	outsider	extraplanar					
Owl	0.33	N	Tiny	10	60	0	PFRPG Bestiary	animal						
Owlbear	4	N	Large	30	0	0	PFRPG Bestiary	magical beast						
Pachycephalosaurus	4	N	Large	40	0	0	PFRPG Bestiary 3	animal						
Pairaka	7	NE	Medium	30	0	0	PFRPG Bestiary 3	outsider	div	evil	extraplanar	shapechanger		
Pale Stranger	10	NE	Medium	30	0	0	PFRPG Bestiary 3	undead						
Panda	2	N	Medium	30	0	0	Animal Archive	animal						
Panotti	2	NG	Medium	30	0	0	Murder's Mark	humanoid						
Paracletus	2	N	Small	0	40	0	PFRPG Bestiary 2	outsider	aeon	extraplanar				
Parasaurolophus	4	N	Huge	30	0	0	PFRPG Bestiary 2	animal						
Pard	3	CN	Medium	120	0	0	PFRPG Bestiary 4	magical beast						
Pazuzu	28	CE	Large	40	0	0	Tome of Horrors Complete	outsider	air	chaotic	demon	evil	extraplanar	
Pazuzu	30	CE	Large	60	0	0	PFRPG Bestiary 4	outsider	air	chaotic	demon	evil	extraplanar	
Pech	3	N	Small	20	0	0	PFRPG Bestiary 2	fey	earth					
Pech	3	NG	Small	20	0	0	Tome of Horrors Complete	fey	earth	extraplanar				
Pedipalp	2	N	Medium	30	0	0	Tome of Horrors Complete	vermin						
Peg Powler	3	CE	Medium	30	0	40	Tome of Horrors 4	monstrous humanoid	aquatic					
Pegasus	3	CG	Large	60	120	0	PFRPG Bestiary	magical beast						
Pelagos Sea Spider	15	N	Huge	0	0	90	Tome of Horrors Complete	magical beast	aquatic					
Peluda	10	NE	Large	30	0	30	PFRPG Bestiary 4	dragon						
Penanggalen	5	NE	Medium	0	60	0	PFRPG Bestiary 3	undead	augmented humanoid					
Peri	14	NG	Medium	30	0	0	PFRPG Bestiary 3	outsider	good	native				
Personification of Fury	15	N	Huge	0	100	90	AP 38	outsider	air	elemental	extraplanar	water		
Peryton	4	CE	Medium	30	60	0	PFRPG Bestiary 2	magical beast						
Pestie	1	N	Small	40	0	0	Tome of Horrors Complete	fey						
Pestilential Cadaver	7	N	Medium	30	0	0	Tome of Horrors 4	construct						
Petitioner	1	Any alignment	Medium	30	0	0	PFRPG Bestiary 2	outsider	extraplanar					
Petrified Horror	15	N	Medium	30	0	0	Tome of Horrors 4	construct						
Petrified Maiden	6	NE	Medium	30	0	0	Inner Sea Bestiary	undead						
Phantasm	8	CE	Medium	0	60	0	Tome of Horrors Complete	undead	incorporeal					
Phantom Fungus	3	N	Medium	20	0	0	PFRPG Bestiary 3	plant						
Phantom Lancer	6	NE	Large	40	40	0	AP 47	undead						
Phantom Stalker	4	N	Medium	30	0	0	Tome of Horrors Complete	outsider	elemental	extraplanar	fire	shapechanger		
Pharaonic Guardian	11	LE	Large	0	30	0	Osirion, Legacy Of Pharaohs	undead	incorporeal					
Phase Spider	5	N	Large	40	0	0	PFRPG Bestiary	magical beast						
Phasma	12	CE	Medium	0	40	0	Tome of Horrors Complete	undead	incorporeal					
Phasmadaemon	17	NE	Large	30	40	0	Horsemen Of The Apocalypse	outsider	daemon	evil	extraplanar			
Philosopher Golem	9	N	Large	30	0	0	Tome of Horrors 4	construct						
Phlegmatic Ooze Swarm	0.50	N	Tiny	10	0	0	AP 43	ooze	swarm					
Phlogiston	3	N	Medium	0	0	0	Tome of Horrors Complete	plant						
Phoenix	15	NG	Gargantuan	30	0	0	PFRPG Bestiary	magical beast	fire					
Phooka	3	CN	Small	30	0	0	Tome of Horrors Complete	fey						
Phycomid	4	N	Small	10	0	0	PFRPG Bestiary 2	plant						
Phycomid	4	NE	Small	10	0	0	Tome of Horrors Complete	plant	fungus					
Pickled Punk	1	NE	Tiny	15	0	0	PFRPG Bestiary 4	undead						
Pig	0.33	N	Small	30	0	0	PFRPG Bestiary 3	animal						
Pipefox	2	N	Diminutive	30	0	0	PFRPG Bestiary 4	magical beast						
Piranha Swarm	3	N	Tiny	0	0	30	AP 39	animal	aquatic	swarm				
Piranha Swarm	2	N	Diminutive	0	0	40	Tome of Horrors Complete	animal	aquatic	swarm				
Piranha Swarm	4	N	Tiny	0	0	70	Tome of Horrors 4	animal	aquatic	swarm				
Pirate Captains	5	CN	Medium	30	0	0	Isles Of The Shackles	humanoid	human					
Pirate Officers	3	CN	Medium	30	0	0	Isles Of The Shackles	humanoid	elf	human				
Piscodaemon	10	NE	Medium	30	0	50	PFRPG Bestiary 2	outsider	aquatic	daemon	evil	extraplanar		
Piscodaemon	10	NE	Medium	30	0	50	Tome of Horrors Complete	outsider	aquatic	daemon	evil	extraplanar		
Pit Fiend	20	LE	Large	40	60	0	PFRPG Bestiary	outsider	devil	evil	extraplanar	lawful		
Pit Hag	13	CE	Medium	40	0	0	Tome of Horrors Complete	monstrous humanoid	chaotic	evil	extraplanar			
Pixie	4	NG	Small	20	0	0	PFRPG Bestiary	fey						
Plague Zombie	0.50	NE	Medium	30	0	0	PFRPG Bestiary	undead						
Plagued Steed	2	NE	Large	50	0	0	The Worldwound	undead	augmented animal					
Planetar	16	NG	Large	30	90	0	PFRPG Bestiary	outsider	angel	extraplanar	good			
Plantoid	4	N	Medium	0	40	0	Tome of Horrors 4	plant	extraplanar					
Plantoid Servitor	2	N	Medium	40	0	0	Tome of Horrors 4	plant						
Plasma Ooze	16	N	Gargantuan	0	30	0	PFRPG Bestiary 3	ooze						
Platypus	0.17	N	Tiny	10	0	40	PFRPG Bestiary 4	animal						
Pleroma	20	N	Large	0	60	0	PFRPG Bestiary 2	outsider	aeon	extraplanar				
